Product,ProductFeature,SentimentCategory,SentimentScore,CommonIssues
Product_A,Durability,Positive,0.43,Not sturdy
Product_C,Durability,Neutral,0.45,Hard to understand
Product_C,Value for Money,Neutral,0.54,Too expensive
Product_D,Durability,Positive,0.22,Limited features
Product_D,Value for Money,Neutral,0.58,Poor aesthetics
Product_C,Design,Negative,0.65,Poor aesthetics
Product_C,Design,Positive,0.21,Doesn't work as expected
Product_E,Functionality,Negative,0.77,Limited features
Product_D,Functionality,Positive,0.66,Not user-friendly
Product_E,Functionality,Neutral,0.28,Poor aesthetics
Product_E,Ease of Use,Positive,0.53,Hard to understand
Product_E,Ease of Use,Neutral,0.45,Too many steps
Product_E,Ease of Use,Neutral,0.64,Not sturdy
Product_D,Ease of Use,Negative,0.27,Better alternatives exist
Product_E,Functionality,Neutral,0.34,Wears out quickly
Product_D,Durability,Neutral,0.53,Wears out quickly
Product_B,Value for Money,Negative,0.48,Breaks easily
Product_A,Value for Money,Negative,0.36,Looks outdated
Product_C,Value for Money,Negative,0.39,Poor aesthetics
Product_C,Value for Money,Neutral,0.45,Hard to understand
Product_C,Functionality,Negative,0.41,Too expensive
Product_E,Durability,Neutral,0.22,Not user-friendly
Product_D,Ease of Use,Neutral,0.33,Breaks easily
Product_E,Functionality,Negative,0.63,Poor aesthetics
Product_D,Ease of Use,Neutral,0.62,Not worth the price
Product_E,Value for Money,Positive,0.67,Limited features
Product_D,Design,Positive,0.45,Uncomfortable
Product_B,Durability,Neutral,0.34,Not user-friendly
Product_D,Design,Negative,0.51,Too expensive
Product_E,Durability,Neutral,0.21,Hard to understand
Product_D,Durability,Negative,0.59,Too expensive
Product_C,Value for Money,Negative,0.45,Too many steps
Product_A,Ease of Use,Negative,0.33,Wears out quickly
Product_B,Design,Negative,0.6,Uncomfortable
Product_C,Functionality,Negative,0.29,Not sturdy
Product_C,Value for Money,Negative,0.37,Limited features
Product_E,Design,Neutral,0.63,Hard to understand
Product_D,Value for Money,Positive,0.33,Too expensive
Product_B,Functionality,Negative,0.31,Not worth the price
Product_E,Value for Money,Negative,0.5,Not worth the price
Product_C,Functionality,Neutral,0.46,Breaks easily
Product_D,Ease of Use,Neutral,0.17,Better alternatives exist
Product_B,Functionality,Positive,0.57,Looks outdated
Product_A,Value for Money,Negative,0.45,Difficult to operate
Product_B,Value for Money,Positive,0.27,Doesn't work as expected
Product_A,Functionality,Positive,0.28,Limited features
Product_E,Durability,Positive,0.49,Breaks easily
Product_A,Durability,Negative,0.7,Limited features
Product_A,Design,Positive,0.44,Not user-friendly
Product_D,Durability,Positive,0.51,Too expensive
Product_A,Functionality,Neutral,0.56,Poor aesthetics
Product_B,Ease of Use,Negative,0.53,Uncomfortable
Product_E,Functionality,Negative,0.24,Difficult to operate
Product_A,Durability,Neutral,0.41,Limited features
Product_D,Functionality,Positive,0.5,Difficult to operate
Product_D,Design,Positive,0.6,Wears out quickly
Product_E,Ease of Use,Neutral,0.36,Uncomfortable
Product_B,Functionality,Positive,0.65,Too many steps
Product_E,Ease of Use,Negative,0.63,Hard to understand
Product_E,Ease of Use,Positive,0.85,Doesn't work as expected
Product_A,Value for Money,Negative,0.43,Hard to understand
Product_C,Durability,Positive,0.28,Breaks easily
Product_C,Design,Positive,0.76,Poor aesthetics
Product_C,Functionality,Negative,0.37,Doesn't work as expected
Product_B,Durability,Negative,0.24,Not worth the price
Product_C,Durability,Neutral,0.6,Not sturdy
Product_E,Ease of Use,Neutral,0.34,Poor aesthetics
Product_B,Durability,Positive,0.23,Doesn't work as expected
Product_C,Design,Positive,0.6,Not sturdy
Product_E,Value for Money,Neutral,0.34,Not worth the price
Product_A,Design,Neutral,0.57,Wears out quickly
Product_C,Ease of Use,Positive,0.65,Breaks easily
Product_B,Ease of Use,Positive,0.21,Breaks easily
Product_B,Design,Negative,0.36,Better alternatives exist
Product_A,Design,Negative,0.4,Hard to understand
Product_E,Value for Money,Neutral,0.54,Too expensive
Product_E,Design,Negative,0.73,Not sturdy
Product_D,Ease of Use,Positive,0.49,Breaks easily
Product_B,Value for Money,Negative,0.67,Wears out quickly
Product_D,Functionality,Neutral,0.24,Too many steps
Product_B,Ease of Use,Negative,0.67,Breaks easily
Product_D,Durability,Positive,0.46,Hard to understand
Product_C,Functionality,Negative,0.27,Breaks easily
Product_A,Functionality,Negative,0.23,Poor aesthetics
Product_C,Value for Money,Negative,0.44,Better alternatives exist
Product_E,Value for Money,Neutral,0.65,Better alternatives exist
Product_A,Durability,Positive,0.38,Breaks easily
Product_E,Value for Money,Positive,0.6,Hard to understand
Product_C,Durability,Positive,0.58,Looks outdated
Product_A,Value for Money,Negative,0.49,Hard to understand
Product_C,Durability,Positive,0.36,Not user-friendly
Product_A,Ease of Use,Neutral,0.6,Breaks easily
Product_E,Design,Neutral,0.23,Poor aesthetics
Product_B,Durability,Positive,0.91,Better alternatives exist
Product_B,Durability,Positive,0.51,Difficult to operate
Product_D,Design,Negative,0.82,Too expensive
Product_D,Value for Money,Positive,0.83,Looks outdated
Product_D,Functionality,Negative,0.24,Too many steps
Product_C,Durability,Positive,0.79,Looks outdated
Product_D,Functionality,Positive,0.33,Hard to understand
Product_D,Value for Money,Neutral,0.69,Doesn't work as expected
Product_B,Ease of Use,Negative,0.24,Looks outdated
Product_D,Value for Money,Neutral,0.65,Not worth the price
Product_A,Value for Money,Neutral,0.54,Wears out quickly
Product_A,Value for Money,Neutral,0.47,Not worth the price
Product_C,Durability,Positive,0.23,Wears out quickly
Product_A,Ease of Use,Neutral,0.52,Not worth the price
Product_E,Durability,Neutral,0.35,Looks outdated
Product_D,Ease of Use,Neutral,0.47,Limited features
Product_A,Ease of Use,Negative,0.9,Too many steps
Product_B,Functionality,Negative,0.46,Not sturdy
Product_E,Ease of Use,Neutral,0.39,Breaks easily
Product_A,Value for Money,Neutral,0.6,Better alternatives exist
Product_C,Value for Money,Positive,0.45,Too expensive
Product_B,Durability,Positive,0.47,Not user-friendly
Product_B,Functionality,Neutral,0.42,Not worth the price
Product_B,Durability,Neutral,0.41,Not worth the price
Product_B,Value for Money,Neutral,0.53,Wears out quickly
Product_D,Durability,Positive,0.37,Not sturdy
Product_C,Design,Neutral,0.52,Not worth the price
Product_B,Value for Money,Neutral,0.36,Too many steps
Product_E,Design,Neutral,0.61,Doesn't work as expected
Product_C,Functionality,Neutral,0.24,Better alternatives exist
Product_B,Design,Neutral,0.3,Too expensive
Product_E,Durability,Neutral,0.78,Too expensive
Product_E,Design,Negative,0.26,Not user-friendly
Product_D,Design,Neutral,0.66,Looks outdated
Product_A,Ease of Use,Neutral,0.55,Better alternatives exist
Product_A,Design,Negative,0.52,Not user-friendly
Product_D,Value for Money,Positive,0.74,Not sturdy
Product_B,Durability,Neutral,0.28,Hard to understand
Product_D,Durability,Positive,0.83,Breaks easily
Product_C,Ease of Use,Positive,0.34,Wears out quickly
Product_D,Value for Money,Negative,0.73,Poor aesthetics
Product_D,Functionality,Negative,0.47,Too expensive
Product_A,Durability,Negative,1.0,Wears out quickly
Product_B,Durability,Positive,0.5,Limited features
Product_C,Functionality,Positive,0.39,Poor aesthetics
Product_C,Value for Money,Negative,0.51,Too expensive
Product_E,Value for Money,Positive,0.65,Better alternatives exist
Product_E,Design,Neutral,0.4,Wears out quickly
Product_E,Ease of Use,Negative,0.36,Not user-friendly
Product_B,Durability,Positive,0.51,Looks outdated
Product_E,Ease of Use,Positive,0.55,Doesn't work as expected
Product_D,Functionality,Negative,0.4,Better alternatives exist
Product_E,Ease of Use,Positive,0.7,Not worth the price
Product_C,Ease of Use,Neutral,0.74,Wears out quickly
Product_D,Value for Money,Negative,0.5,Not sturdy
Product_D,Value for Money,Negative,0.37,Limited features
Product_C,Ease of Use,Neutral,0.57,Poor aesthetics
Product_C,Durability,Negative,0.63,Better alternatives exist
Product_B,Functionality,Positive,1.01,Hard to understand
Product_B,Value for Money,Negative,0.48,Looks outdated
Product_E,Value for Money,Positive,0.35,Limited features
Product_D,Ease of Use,Negative,0.39,Difficult to operate
Product_A,Functionality,Positive,0.42,Better alternatives exist
Product_B,Durability,Positive,0.28,Limited features
Product_B,Durability,Positive,0.56,Poor aesthetics
Product_E,Value for Money,Negative,0.54,Too expensive
Product_B,Design,Negative,0.49,Limited features
Product_D,Durability,Negative,0.43,Poor aesthetics
Product_D,Durability,Positive,0.33,Too many steps
Product_B,Durability,Negative,0.35,Too expensive
Product_A,Functionality,Neutral,0.47,Looks outdated
Product_C,Functionality,Neutral,0.58,Not sturdy
Product_C,Value for Money,Positive,0.62,Too many steps
Product_D,Durability,Positive,0.96,Not worth the price
Product_C,Durability,Positive,0.67,Not user-friendly
Product_D,Value for Money,Neutral,0.52,Too many steps
Product_C,Design,Neutral,0.27,Looks outdated
Product_C,Ease of Use,Negative,0.3,Better alternatives exist
Product_C,Functionality,Neutral,0.37,Breaks easily
Product_C,Value for Money,Negative,0.38,Looks outdated
Product_C,Value for Money,Neutral,0.49,Hard to understand
Product_A,Value for Money,Positive,0.42,Not user-friendly
Product_E,Durability,Neutral,0.94,Too many steps
Product_E,Design,Neutral,0.24,Limited features
Product_A,Functionality,Positive,0.78,Limited features
Product_C,Functionality,Negative,0.24,Looks outdated
Product_A,Design,Neutral,0.57,Limited features
Product_C,Design,Positive,0.27,Limited features
Product_D,Functionality,Positive,0.15,Wears out quickly
Product_C,Design,Negative,0.47,Better alternatives exist
Product_C,Durability,Neutral,0.54,Not user-friendly
Product_D,Durability,Positive,0.4,Limited features
Product_A,Functionality,Negative,0.45,Too many steps
Product_C,Ease of Use,Neutral,0.46,Too many steps
Product_A,Design,Negative,0.49,Hard to understand
Product_A,Functionality,Neutral,0.26,Not sturdy
Product_A,Design,Neutral,0.86,Poor aesthetics
Product_A,Design,Negative,0.27,Poor aesthetics
Product_A,Design,Negative,0.69,Hard to understand
Product_B,Value for Money,Negative,0.71,Looks outdated
Product_D,Functionality,Positive,0.5,Breaks easily
Product_A,Durability,Neutral,0.62,Not sturdy
Product_D,Ease of Use,Neutral,0.45,Uncomfortable
Product_B,Durability,Positive,0.38,Uncomfortable
Product_C,Value for Money,Positive,0.55,Limited features
Product_C,Functionality,Positive,0.69,Too expensive
Product_A,Ease of Use,Neutral,0.31,Not sturdy
Product_C,Design,Neutral,0.78,Breaks easily
Product_D,Durability,Negative,0.27,Too many steps
Product_D,Ease of Use,Positive,0.84,Limited features
Product_D,Durability,Neutral,0.83,Poor aesthetics
Product_B,Value for Money,Positive,0.08,Difficult to operate
Product_B,Ease of Use,Negative,0.78,Not worth the price
Product_C,Value for Money,Neutral,0.66,Difficult to operate
Product_C,Ease of Use,Negative,0.43,Difficult to operate
Product_A,Durability,Neutral,0.42,Wears out quickly
Product_C,Durability,Positive,0.45,Wears out quickly
Product_C,Durability,Positive,0.61,Doesn't work as expected
Product_E,Functionality,Positive,0.64,Hard to understand
Product_B,Functionality,Negative,0.43,Hard to understand
Product_D,Design,Positive,0.42,Hard to understand
Product_A,Ease of Use,Neutral,0.68,Looks outdated
Product_D,Design,Positive,0.86,Poor aesthetics
Product_D,Design,Neutral,0.56,Hard to understand
Product_D,Durability,Negative,0.52,Too many steps
Product_A,Value for Money,Neutral,0.42,Too many steps
Product_D,Design,Positive,0.52,Better alternatives exist
Product_B,Design,Positive,0.74,Uncomfortable
Product_E,Functionality,Positive,0.55,Breaks easily
Product_B,Functionality,Positive,0.37,Doesn't work as expected
Product_B,Design,Positive,0.6,Poor aesthetics
Product_B,Design,Neutral,0.52,Wears out quickly
Product_A,Value for Money,Negative,0.85,Limited features
Product_B,Durability,Positive,0.24,Uncomfortable
Product_D,Durability,Neutral,0.77,Uncomfortable
Product_B,Value for Money,Positive,-0.0,Difficult to operate
Product_C,Functionality,Positive,0.49,Poor aesthetics
Product_E,Durability,Positive,0.33,Better alternatives exist
Product_D,Durability,Neutral,0.36,Too many steps
Product_A,Ease of Use,Positive,0.81,Too expensive
Product_C,Durability,Neutral,0.69,Too many steps
Product_D,Functionality,Neutral,0.46,Breaks easily
Product_C,Design,Negative,0.42,Doesn't work as expected
Product_E,Design,Neutral,0.62,Too many steps
Product_D,Functionality,Neutral,0.45,Breaks easily
Product_C,Functionality,Neutral,0.73,Wears out quickly
Product_D,Functionality,Positive,0.51,Uncomfortable
Product_C,Functionality,Negative,0.3,Too many steps
Product_A,Value for Money,Neutral,0.15,Hard to understand
Product_E,Durability,Positive,0.41,Too expensive
Product_D,Design,Neutral,0.55,Not worth the price
Product_B,Functionality,Neutral,0.48,Poor aesthetics
Product_D,Functionality,Negative,0.51,Not worth the price
Product_B,Value for Money,Negative,0.26,Too expensive
Product_E,Value for Money,Negative,0.62,Breaks easily
Product_E,Ease of Use,Positive,0.58,Breaks easily
Product_B,Ease of Use,Neutral,0.74,Uncomfortable
Product_D,Ease of Use,Positive,0.47,Doesn't work as expected
Product_C,Ease of Use,Positive,0.57,Hard to understand
Product_B,Value for Money,Neutral,0.7,Too expensive
Product_E,Durability,Neutral,0.78,Not user-friendly
Product_C,Design,Negative,0.67,Uncomfortable
Product_D,Ease of Use,Neutral,0.84,Looks outdated
Product_B,Ease of Use,Negative,0.57,Hard to understand
Product_D,Functionality,Positive,0.45,Wears out quickly
Product_B,Ease of Use,Neutral,0.57,Uncomfortable
Product_B,Durability,Neutral,0.57,Not worth the price
Product_B,Value for Money,Positive,0.52,Breaks easily
Product_B,Durability,Neutral,0.29,Not user-friendly
Product_C,Value for Money,Neutral,0.31,Looks outdated
Product_A,Value for Money,Positive,0.68,Too expensive
Product_B,Functionality,Positive,0.72,Not worth the price
Product_A,Ease of Use,Negative,0.37,Better alternatives exist
Product_C,Ease of Use,Negative,0.38,Difficult to operate
Product_B,Functionality,Negative,0.56,Too expensive
Product_E,Durability,Negative,0.51,Doesn't work as expected
Product_C,Durability,Negative,0.25,Too many steps
Product_B,Functionality,Neutral,0.4,Too expensive
Product_A,Functionality,Neutral,0.52,Too expensive
Product_A,Value for Money,Neutral,0.44,Limited features
Product_C,Ease of Use,Negative,0.41,Not user-friendly
Product_E,Value for Money,Positive,0.81,Not user-friendly
Product_D,Ease of Use,Neutral,0.43,Doesn't work as expected
Product_A,Ease of Use,Negative,0.4,Better alternatives exist
Product_D,Durability,Neutral,0.7,Looks outdated
Product_D,Design,Neutral,0.55,Wears out quickly
Product_C,Value for Money,Positive,0.57,Better alternatives exist
Product_E,Design,Neutral,0.73,Poor aesthetics
Product_A,Functionality,Positive,-0.12,Limited features
Product_D,Functionality,Neutral,0.4,Not worth the price
Product_D,Functionality,Neutral,0.41,Not sturdy
Product_C,Functionality,Positive,0.72,Doesn't work as expected
Product_A,Durability,Negative,0.12,Breaks easily
Product_B,Ease of Use,Positive,0.5,Doesn't work as expected
Product_B,Design,Neutral,0.68,Not sturdy
Product_E,Ease of Use,Neutral,0.3,Breaks easily
Product_E,Design,Negative,0.57,Not user-friendly
Product_A,Functionality,Positive,0.34,Breaks easily
Product_D,Functionality,Negative,0.22,Not sturdy
Product_A,Design,Positive,0.9,Poor aesthetics
Product_D,Ease of Use,Neutral,0.35,Uncomfortable
Product_E,Durability,Negative,0.39,Difficult to operate
Product_C,Design,Neutral,0.52,Wears out quickly
Product_A,Design,Neutral,0.42,Limited features
Product_B,Ease of Use,Neutral,0.35,Too expensive
Product_D,Ease of Use,Negative,0.23,Not worth the price
Product_E,Ease of Use,Neutral,0.66,Poor aesthetics
Product_D,Durability,Negative,0.69,Hard to understand
Product_B,Design,Positive,0.28,Wears out quickly
Product_A,Functionality,Neutral,0.51,Uncomfortable
Product_D,Functionality,Neutral,0.53,Poor aesthetics
Product_B,Ease of Use,Neutral,0.54,Too expensive
Product_B,Value for Money,Neutral,0.62,Too expensive
Product_A,Functionality,Positive,0.45,Hard to understand
Product_B,Functionality,Neutral,0.43,Wears out quickly
Product_E,Value for Money,Positive,0.67,Wears out quickly
Product_C,Ease of Use,Positive,0.64,Poor aesthetics
Product_E,Value for Money,Positive,0.56,Doesn't work as expected
Product_D,Ease of Use,Neutral,0.49,Difficult to operate
Product_C,Ease of Use,Neutral,1.15,Not user-friendly
Product_D,Durability,Negative,0.54,Wears out quickly
Product_A,Design,Positive,0.23,Difficult to operate
Product_D,Durability,Neutral,0.68,Wears out quickly
Product_D,Ease of Use,Neutral,0.45,Looks outdated
Product_D,Functionality,Negative,0.88,Too many steps
Product_B,Functionality,Positive,0.36,Poor aesthetics
Product_D,Durability,Negative,0.47,Difficult to operate
Product_C,Functionality,Negative,0.65,Not sturdy
Product_D,Design,Negative,0.96,Looks outdated
Product_C,Design,Positive,0.78,Difficult to operate
Product_C,Value for Money,Neutral,0.58,Limited features
Product_D,Ease of Use,Positive,0.6,Not user-friendly
Product_B,Value for Money,Neutral,0.42,Breaks easily
Product_B,Value for Money,Negative,0.27,Poor aesthetics
Product_C,Durability,Negative,0.51,Too expensive
Product_B,Ease of Use,Negative,0.56,Breaks easily
Product_D,Durability,Positive,0.37,Limited features
Product_E,Functionality,Neutral,0.23,Breaks easily
Product_E,Functionality,Neutral,0.22,Limited features
Product_A,Design,Positive,0.12,Not sturdy
Product_E,Durability,Positive,0.25,Hard to understand
Product_A,Durability,Positive,0.67,Too expensive
Product_A,Functionality,Negative,0.51,Not sturdy
Product_E,Value for Money,Positive,0.68,Limited features
Product_C,Value for Money,Neutral,0.23,Difficult to operate
Product_E,Design,Negative,0.79,Too expensive
Product_E,Durability,Neutral,0.48,Breaks easily
Product_D,Design,Positive,0.37,Uncomfortable
Product_A,Design,Negative,0.39,Too expensive
Product_E,Ease of Use,Neutral,0.71,Not worth the price
Product_E,Durability,Positive,0.6,Breaks easily
Product_A,Value for Money,Negative,0.39,Wears out quickly
Product_D,Design,Neutral,0.6,Doesn't work as expected
Product_E,Durability,Positive,0.73,Uncomfortable
Product_A,Value for Money,Negative,0.59,Not sturdy
Product_B,Ease of Use,Neutral,0.37,Too expensive
Product_D,Value for Money,Neutral,0.56,Limited features
Product_A,Functionality,Positive,0.56,Not user-friendly
Product_D,Design,Negative,0.4,Difficult to operate
Product_B,Functionality,Neutral,0.64,Better alternatives exist
Product_B,Design,Neutral,0.3,Not sturdy
Product_D,Design,Positive,0.54,Not worth the price
Product_D,Functionality,Neutral,0.56,Better alternatives exist
Product_C,Value for Money,Neutral,0.61,Breaks easily
Product_B,Durability,Negative,0.49,Uncomfortable
Product_D,Ease of Use,Negative,0.66,Breaks easily
Product_A,Value for Money,Positive,0.41,Not user-friendly
Product_D,Ease of Use,Negative,0.31,Wears out quickly
Product_E,Ease of Use,Neutral,0.66,Not worth the price
Product_D,Durability,Neutral,0.77,Hard to understand
Product_D,Functionality,Negative,0.35,Poor aesthetics
Product_E,Durability,Positive,0.76,Better alternatives exist
Product_D,Value for Money,Negative,0.58,Uncomfortable
Product_D,Design,Negative,0.77,Too expensive
Product_C,Ease of Use,Neutral,0.34,Poor aesthetics
Product_C,Design,Neutral,0.69,Poor aesthetics
Product_E,Durability,Negative,0.32,Not worth the price
Product_E,Design,Negative,0.35,Hard to understand
Product_E,Value for Money,Neutral,0.52,Breaks easily
Product_C,Design,Neutral,0.88,Uncomfortable
Product_B,Value for Money,Negative,0.63,Doesn't work as expected
Product_E,Value for Money,Positive,0.47,Too expensive
Product_A,Durability,Neutral,0.09,Too many steps
Product_D,Durability,Neutral,0.56,Hard to understand
Product_B,Value for Money,Positive,0.6,Better alternatives exist
Product_D,Value for Money,Neutral,0.63,Hard to understand
Product_D,Design,Negative,0.59,Hard to understand
Product_E,Ease of Use,Neutral,0.76,Difficult to operate
Product_B,Functionality,Neutral,0.56,Not worth the price
Product_A,Value for Money,Negative,0.12,Too expensive
Product_D,Durability,Neutral,0.62,Too expensive
Product_B,Durability,Neutral,0.37,Poor aesthetics
Product_B,Value for Money,Neutral,0.31,Limited features
Product_A,Durability,Negative,0.84,Too many steps
Product_B,Functionality,Neutral,0.56,Not sturdy
Product_D,Value for Money,Negative,0.34,Not user-friendly
Product_A,Ease of Use,Negative,0.47,Limited features
Product_A,Functionality,Neutral,0.4,Uncomfortable
Product_C,Value for Money,Positive,0.99,Hard to understand
Product_B,Durability,Positive,0.24,Uncomfortable
Product_E,Design,Neutral,0.58,Too expensive
Product_A,Value for Money,Neutral,0.46,Hard to understand
Product_B,Functionality,Positive,0.2,Uncomfortable
Product_A,Design,Positive,0.07,Better alternatives exist
Product_A,Design,Negative,0.28,Limited features
Product_E,Design,Positive,0.83,Doesn't work as expected
Product_A,Ease of Use,Negative,0.42,Not worth the price
Product_A,Design,Neutral,0.49,Not sturdy
Product_A,Value for Money,Neutral,0.4,Poor aesthetics
Product_D,Functionality,Positive,0.65,Not worth the price
Product_C,Value for Money,Positive,0.35,Too many steps
Product_D,Functionality,Negative,0.4,Poor aesthetics
Product_B,Functionality,Positive,0.68,Too many steps
Product_A,Design,Positive,0.77,Difficult to operate
Product_A,Ease of Use,Neutral,0.33,Not user-friendly
Product_E,Durability,Neutral,0.46,Uncomfortable
Product_C,Value for Money,Positive,0.39,Too expensive
Product_C,Ease of Use,Neutral,0.34,Better alternatives exist
Product_E,Ease of Use,Negative,0.55,Breaks easily
Product_E,Durability,Neutral,0.62,Not sturdy
Product_D,Value for Money,Positive,0.17,Poor aesthetics
Product_C,Value for Money,Positive,0.84,Wears out quickly
Product_E,Durability,Neutral,1.09,Not sturdy
Product_E,Design,Negative,0.68,Difficult to operate
Product_C,Ease of Use,Neutral,-0.06,Not worth the price
Product_A,Design,Neutral,0.36,Not worth the price
Product_A,Value for Money,Neutral,0.78,Not sturdy
Product_A,Ease of Use,Neutral,0.36,Too many steps
Product_B,Value for Money,Negative,0.8,Uncomfortable
Product_B,Functionality,Negative,0.12,Breaks easily
Product_B,Durability,Negative,0.63,Not worth the price
Product_C,Design,Neutral,0.29,Difficult to operate
Product_B,Design,Positive,0.45,Looks outdated
Product_A,Design,Negative,0.42,Poor aesthetics
Product_A,Design,Neutral,0.51,Poor aesthetics
Product_C,Ease of Use,Negative,0.48,Not worth the price
Product_A,Value for Money,Neutral,0.38,Looks outdated
Product_B,Functionality,Neutral,0.39,Breaks easily
Product_E,Durability,Neutral,0.43,Hard to understand
Product_B,Design,Positive,0.37,Difficult to operate
Product_E,Design,Negative,0.48,Too expensive
Product_B,Design,Negative,0.38,Breaks easily
Product_B,Functionality,Neutral,0.32,Too expensive
Product_D,Durability,Negative,0.43,Not sturdy
Product_D,Functionality,Negative,0.11,Limited features
Product_C,Durability,Negative,0.09,Uncomfortable
Product_E,Ease of Use,Neutral,0.53,Uncomfortable
Product_D,Value for Money,Negative,0.39,Not worth the price
Product_B,Durability,Positive,0.8,Too many steps
Product_D,Design,Negative,0.15,Doesn't work as expected
Product_E,Design,Neutral,0.61,Hard to understand
Product_E,Functionality,Negative,0.29,Hard to understand
Product_A,Value for Money,Positive,0.5,Not user-friendly
Product_A,Value for Money,Positive,0.87,Not user-friendly
Product_B,Design,Positive,0.42,Poor aesthetics
Product_E,Functionality,Negative,0.73,Not sturdy
Product_A,Design,Positive,0.0,Hard to understand
Product_D,Design,Positive,0.73,Poor aesthetics
Product_E,Durability,Positive,0.33,Better alternatives exist
Product_E,Durability,Neutral,0.39,Too many steps
Product_D,Ease of Use,Negative,0.54,Too many steps
Product_D,Durability,Negative,0.37,Not sturdy
Product_E,Design,Neutral,0.21,Hard to understand
Product_D,Value for Money,Negative,0.31,Doesn't work as expected
Product_C,Ease of Use,Positive,0.39,Limited features
Product_A,Durability,Positive,0.49,Doesn't work as expected
Product_E,Design,Negative,0.55,Too many steps
Product_B,Value for Money,Neutral,0.78,Not user-friendly
Product_E,Design,Neutral,0.59,Poor aesthetics
Product_A,Durability,Negative,0.76,Not sturdy
Product_B,Value for Money,Neutral,0.57,Limited features
Product_A,Functionality,Neutral,0.67,Doesn't work as expected
Product_B,Design,Neutral,0.58,Too many steps
Product_E,Functionality,Neutral,0.78,Better alternatives exist
Product_A,Ease of Use,Neutral,0.74,Hard to understand
Product_C,Ease of Use,Neutral,0.51,Doesn't work as expected
Product_D,Functionality,Neutral,0.64,Uncomfortable
Product_E,Functionality,Neutral,0.66,Not user-friendly
Product_D,Durability,Positive,0.33,Difficult to operate
Product_A,Functionality,Neutral,0.27,Limited features
Product_E,Durability,Negative,0.44,Doesn't work as expected
Product_B,Design,Negative,0.41,Too expensive
Product_B,Functionality,Neutral,0.39,Doesn't work as expected
Product_C,Durability,Neutral,0.66,Too expensive
Product_D,Durability,Neutral,0.46,Too many steps
Product_B,Ease of Use,Negative,0.86,Not user-friendly
Product_C,Design,Negative,0.5,Too many steps
Product_C,Design,Positive,0.28,Hard to understand
Product_B,Functionality,Neutral,0.44,Not worth the price
Product_D,Ease of Use,Positive,0.32,Too expensive
Product_B,Design,Positive,0.33,Breaks easily
Product_A,Design,Neutral,0.66,Not worth the price
Product_E,Durability,Negative,0.67,Better alternatives exist
Product_A,Durability,Negative,0.45,Doesn't work as expected
Product_D,Design,Neutral,0.7,Breaks easily
Product_C,Value for Money,Positive,0.4,Looks outdated
Product_E,Ease of Use,Positive,0.35,Limited features
Product_C,Durability,Neutral,0.57,Not user-friendly
Product_D,Value for Money,Positive,0.57,Too many steps
Product_E,Value for Money,Positive,0.29,Uncomfortable
Product_C,Ease of Use,Negative,0.47,Looks outdated
Product_D,Design,Positive,0.36,Hard to understand
Product_E,Value for Money,Neutral,0.2,Too many steps
Product_D,Ease of Use,Positive,0.6,Doesn't work as expected
Product_E,Ease of Use,Negative,0.39,Uncomfortable
Product_C,Design,Neutral,0.47,Poor aesthetics
Product_C,Durability,Negative,0.56,Poor aesthetics
Product_B,Functionality,Negative,0.59,Difficult to operate
Product_C,Durability,Negative,0.3,Difficult to operate
Product_A,Ease of Use,Negative,0.6,Not worth the price
Product_B,Durability,Positive,0.47,Not worth the price
Product_A,Functionality,Positive,0.36,Not sturdy
Product_A,Functionality,Negative,0.15,Too expensive
Product_D,Value for Money,Neutral,0.61,Poor aesthetics
Product_A,Durability,Negative,0.29,Difficult to operate
Product_E,Durability,Positive,0.35,Uncomfortable
Product_D,Value for Money,Negative,0.82,Uncomfortable
Product_B,Value for Money,Neutral,0.61,Limited features
Product_D,Value for Money,Positive,0.3,Better alternatives exist
Product_E,Design,Negative,0.78,Uncomfortable
Product_E,Ease of Use,Positive,0.55,Not worth the price
Product_A,Ease of Use,Positive,0.27,Doesn't work as expected
Product_B,Functionality,Negative,0.46,Breaks easily
Product_C,Durability,Negative,0.81,Not user-friendly
Product_E,Value for Money,Negative,0.48,Wears out quickly
Product_E,Durability,Negative,0.46,Not worth the price
Product_C,Value for Money,Negative,0.21,Poor aesthetics
Product_B,Design,Negative,0.71,Too many steps
Product_B,Value for Money,Neutral,0.75,Not user-friendly
Product_D,Value for Money,Positive,0.97,Too many steps
Product_E,Ease of Use,Neutral,0.38,Poor aesthetics
Product_D,Ease of Use,Negative,0.45,Uncomfortable
Product_C,Design,Neutral,0.09,Limited features
Product_C,Ease of Use,Positive,0.77,Hard to understand
Product_B,Value for Money,Positive,0.34,Poor aesthetics
Product_B,Ease of Use,Neutral,0.8,Not worth the price
Product_B,Value for Money,Positive,0.49,Limited features
Product_D,Ease of Use,Negative,0.51,Hard to understand
Product_A,Value for Money,Neutral,0.81,Limited features
Product_D,Ease of Use,Neutral,0.26,Not sturdy
Product_A,Ease of Use,Neutral,0.55,Too expensive
Product_A,Functionality,Negative,0.21,Hard to understand
Product_E,Value for Money,Positive,0.78,Hard to understand
Product_C,Functionality,Negative,0.74,Too many steps
Product_C,Ease of Use,Positive,0.56,Poor aesthetics
Product_A,Functionality,Negative,0.66,Doesn't work as expected
Product_A,Design,Positive,0.27,Not sturdy
Product_C,Functionality,Positive,0.78,Breaks easily
Product_E,Durability,Neutral,0.56,Better alternatives exist
